PopName,Area,Year,YearReg,YearInterval,Sex,Age,AgeInterval,Lexis,RefCode,Access,Deaths,NoteCode1,NoteCode2,NoteCode3,LDB
SWE,1,1754,1754,1,m,0,1,RR,21,O,7577,.,.,.,1
SWE,1,1754,1754,1,m,1,2,RR,21,O,2638,.,.,.,1
SWE,1,1754,1754,1,m,3,2,RR,21,O,1224,.,.,.,1
SWE,1,1754,1754,1,m,5,5,RR,21,O,1125,.,.,.,1
SWE,1,1754,1754,1,m,10,5,RR,21,O,542,.,.,.,1
SWE,1,1754,1754,1,m,15,5,RR,21,O,523,.,.,.,1
SWE,1,1754,1754,1,m,20,5,RR,21,O,624,.,.,.,1
SWE,1,1754,1754,1,m,25,5,RR,21,O,667,.,.,.,1
SWE,1,1754,1754,1,m,30,5,RR,21,O,692,.,.,.,1
SWE,1,1754,1754,1,m,35,5,RR,21,O,592,.,.,.,1
SWE,1,1754,1754,1,m,40,5,RR,21,O,807,.,.,.,1
SWE,1,1754,1754,1,m,45,5,RR,21,O,719,.,.,.,1
SWE,1,1754,1754,1,m,50,5,RR,21,O,873,.,.,.,1
SWE,1,1754,1754,1,m,55,5,RR,21,O,740,.,.,.,1
SWE,1,1754,1754,1,m,60,5,RR,21,O,1000,.,.,.,1
SWE,1,1754,1754,1,m,65,5,RR,21,O,930,.,.,.,1
SWE,1,1754,1754,1,m,70,5,RR,21,O,1124,.,.,.,1
SWE,1,1754,1754,1,m,75,5,RR,21,O,778,.,.,.,1
SWE,1,1754,1754,1,m,80,5,RR,21,O,577,.,.,.,1
SWE,1,1754,1754,1,m,85,5,RR,21,O,253,.,.,.,1
SWE,1,1754,1754,1,m,90,+,RR,21,O,162,.,.,.,1
SWE,1,1755,1755,1,f,0,1,RR,21,O,7467,.,.,.,1
SWE,1,1755,1755,1,f,1,2,RR,21,O,2878,.,.,.,1
SWE,1,1755,1755,1,f,3,2,RR,21,O,1235,.,.,.,1
SWE,1,1755,1755,1,f,5,5,RR,21,O,981,.,.,.,1
SWE,1,1755,1755,1,f,10,5,RR,21,O,530,.,.,.,1
SWE,1,1755,1755,1,f,15,5,RR,21,O,463,.,.,.,1
SWE,1,1755,1755,1,f,20,5,RR,21,O,553,.,.,.,1
SWE,1,1755,1755,1,f,25,5,RR,21,O,645,.,.,.,1
SWE,1,1755,1755,1,f,30,5,RR,21,O,781,.,.,.,1
SWE,1,1755,1755,1,f,35,5,RR,21,O,613,.,.,.,1
SWE,1,1755,1755,1,f,40,5,RR,21,O,761,.,.,.,1
SWE,1,1755,1755,1,f,45,5,RR,21,O,655,.,.,.,1
SWE,1,1755,1755,1,f,50,5,RR,21,O,746,.,.,.,1
SWE,1,1755,1755,1,f,55,5,RR,21,O,730,.,.,.,1
SWE,1,1755,1755,1,f,60,5,RR,21,O,1149,.,.,.,1
SWE,1,1755,1755,1,f,65,5,RR,21,O,1395,.,.,.,1
SWE,1,1755,1755,1,f,70,5,RR,21,O,1545,.,.,.,1
SWE,1,1755,1755,1,f,75,5,RR,21,O,1154,.,.,.,1
SWE,1,1755,1755,1,f,80,5,RR,21,O,972,.,.,.,1
SWE,1,1755,1755,1,f,85,5,RR,21,O,530,.,.,.,1
SWE,1,1755,1755,1,f,90,+,RR,21,O,309,.,.,.,1
SWE,1,1755,1755,1,m,0,1,RR,21,O,8312,.,.,.,1
SWE,1,1755,1755,1,m,1,2,RR,21,O,2735,.,.,.,1
SWE,1,1755,1755,1,m,3,2,RR,21,O,1261,.,.,.,1
SWE,1,1755,1755,1,m,5,5,RR,21,O,1057,.,.,.,1
SWE,1,1755,1755,1,m,10,5,RR,21,O,500,.,.,.,1
SWE,1,1755,1755,1,m,15,5,RR,21,O,472,.,.,.,1
SWE,1,1755,1755,1,m,20,5,RR,21,O,621,.,.,.,1
SWE,1,1755,1755,1,m,25,5,RR,21,O,642,.,.,.,1
SWE,1,1755,1755,1,m,30,5,RR,21,O,687,.,.,.,1
SWE,1,1755,1755,1,m,35,5,RR,21,O,682,.,.,.,1
SWE,1,1755,1755,1,m,40,5,RR,21,O,796,.,.,.,1
SWE,1,1755,1755,1,m,45,5,RR,21,O,689,.,.,.,1
SWE,1,1755,1755,1,m,50,5,RR,21,O,878,.,.,.,1
SWE,1,1755,1755,1,m,55,5,RR,21,O,772,.,.,.,1
SWE,1,1755,1755,1,m,60,5,RR,21,O,904,.,.,.,1
SWE,1,1755,1755,1,m,65,5,RR,21,O,1021,.,.,.,1
SWE,1,1755,1755,1,m,70,5,RR,21,O,1106,.,.,.,1
SWE,1,1755,1755,1,m,75,5,RR,21,O,781,.,.,.,1
SWE,1,1755,1755,1,m,80,5,RR,21,O,599,.,.,.,1
SWE,1,1755,1755,1,m,85,5,RR,21,O,323,.,.,.,1
SWE,1,1755,1755,1,m,90,+,RR,21,O,160,.,.,.,1
SWE,1,1756,1756,1,f,0,1,RR,21,O,7013,.,.,.,1
SWE,1,1756,1756,1,f,1,2,RR,21,O,2797,.,.,.,1
SWE,1,1756,1756,1,f,3,2,RR,21,O,1219,.,.,.,1
SWE,1,1756,1756,1,f,5,5,RR,21,O,1157,.,.,.,1
SWE,1,1756,1756,1,f,10,5,RR,21,O,543,.,.,.,1
SWE,1,1756,1756,1,f,15,5,RR,21,O,470,.,.,.,1
SWE,1,1756,1756,1,f,20,5,RR,21,O,548,.,.,.,1
SWE,1,1756,1756,1,f,25,5,RR,21,O,638,.,.,.,1
SWE,1,1756,1756,1,f,30,5,RR,21,O,807,.,.,.,1
SWE,1,1756,1756,1,f,35,5,RR,21,O,633,.,.,.,1
SWE,1,1756,1756,1,f,40,5,RR,21,O,809,.,.,.,1
SWE,1,1756,1756,1,f,45,5,RR,21,O,591,.,.,.,1
SWE,1,1756,1756,1,f,50,5,RR,21,O,730,.,.,.,1
SWE,1,1756,1756,1,f,55,5,RR,21,O,836,.,.,.,1
SWE,1,1756,1756,1,f,60,5,RR,21,O,1190,.,.,.,1
SWE,1,1756,1756,1,f,65,5,RR,21,O,1310,.,.,.,1
SWE,1,1756,1756,1,f,70,5,RR,21,O,1685,.,.,.,1
SWE,1,1756,1756,1,f,75,5,RR,21,O,1315,.,.,.,1
SWE,1,1756,1756,1,f,80,5,RR,21,O,1035,.,.,.,1
SWE,1,1756,1756,1,f,85,5,RR,21,O,518,.,.,.,1
SWE,1,1756,1756,1,f,90,+,RR,21,O,371,.,.,.,1
SWE,1,1756,1756,1,m,0,1,RR,21,O,7936,.,.,.,1
SWE,1,1756,1756,1,m,1,2,RR,21,O,2732,.,.,.,1
SWE,1,1756,1756,1,m,3,2,RR,21,O,1380,.,.,.,1
SWE,1,1756,1756,1,m,5,5,RR,21,O,1214,.,.,.,1
SWE,1,1756,1756,1,m,10,5,RR,21,O,582,.,.,.,1
SWE,1,1756,1756,1,m,15,5,RR,21,O,527,.,.,.,1
SWE,1,1756,1756,1,m,20,5,RR,21,O,678,.,.,.,1
SWE,1,1756,1756,1,m,25,5,RR,21,O,708,.,.,.,1
SWE,1,1756,1756,1,m,30,5,RR,21,O,772,.,.,.,1
SWE,1,1756,1756,1,m,35,5,RR,21,O,688,.,.,.,1
SWE,1,1756,1756,1,m,40,5,RR,21,O,897,.,.,.,1
SWE,1,1756,1756,1,m,45,5,RR,21,O,750,.,.,.,1
SWE,1,1756,1756,1,m,50,5,RR,21,O,889,.,.,.,1
SWE,1,1756,1756,1,m,55,5,RR,21,O,894,.,.,.,1
SWE,1,1756,1756,1,m,60,5,RR,21,O,981,.,.,.,1
SWE,1,1756,1756,1,m,65,5,RR,21,O,962,.,.,.,1
SWE,1,1756,1756,1,m,70,5,RR,21,O,1167,.,.,.,1
SWE,1,1756,1756,1,m,75,5,RR,21,O,889,.,.,.,1
SWE,1,1756,1756,1,m,80,5,RR,21,O,628,.,.,.,1
SWE,1,1756,1756,1,m,85,5,RR,21,O,362,.,.,.,1
SWE,1,1756,1756,1,m,90,+,RR,21,O,211,.,.,.,1
SWE,1,1757,1757,1,f,0,1,RR,21,O,6385,.,.,.,1
SWE,1,1757,1757,1,f,1,2,RR,21,O,3340,.,.,.,1
SWE,1,1757,1757,1,f,3,2,RR,21,O,1679,.,.,.,1
SWE,1,1757,1757,1,f,5,5,RR,21,O,1510,.,.,.,1
SWE,1,1757,1757,1,f,10,5,RR,21,O,676,.,.,.,1
SWE,1,1757,1757,1,f,15,5,RR,21,O,542,.,.,.,1
SWE,1,1757,1757,1,f,20,5,RR,21,O,602,.,.,.,1
SWE,1,1757,1757,1,f,25,5,RR,21,O,743,.,.,.,1
SWE,1,1757,1757,1,f,30,5,RR,21,O,957,.,.,.,1
SWE,1,1757,1757,1,f,35,5,RR,21,O,651,.,.,.,1
SWE,1,1757,1757,1,f,40,5,RR,21,O,841,.,.,.,1
SWE,1,1757,1757,1,f,45,5,RR,21,O,667,.,.,.,1
SWE,1,1757,1757,1,f,50,5,RR,21,O,865,.,.,.,1
SWE,1,1757,1757,1,f,55,5,RR,21,O,1073,.,.,.,1
SWE,1,1757,1757,1,f,60,5,RR,21,O,1372,.,.,.,1
SWE,1,1757,1757,1,f,65,5,RR,21,O,1496,.,.,.,1
SWE,1,1757,1757,1,f,70,5,RR,21,O,1758,.,.,.,1
SWE,1,1757,1757,1,f,75,5,RR,21,O,1423,.,.,.,1
SWE,1,1757,1757,1,f,80,5,RR,21,O,1083,.,.,.,1
SWE,1,1757,1757,1,f,85,5,RR,21,O,585,.,.,.,1
SWE,1,1757,1757,1,f,90,+,RR,21,O,303,.,.,.,1
SWE,1,1757,1757,1,m,0,1,RR,21,O,7239,.,.,.,1
SWE,1,1757,1757,1,m,1,2,RR,21,O,3300,.,.,.,1
SWE,1,1757,1757,1,m,3,2,RR,21,O,1828,.,.,.,1
SWE,1,1757,1757,1,m,5,5,RR,21,O,1565,.,.,.,1
SWE,1,1757,1757,1,m,10,5,RR,21,O,701,.,.,.,1
SWE,1,1757,1757,1,m,15,5,RR,21,O,531,.,.,.,1
SWE,1,1757,1757,1,m,20,5,RR,21,O,747,.,.,.,1
SWE,1,1757,1757,1,m,25,5,RR,21,O,752,.,.,.,1
SWE,1,1757,1757,1,m,30,5,RR,21,O,836,.,.,.,1
SWE,1,1757,1757,1,m,35,5,RR,21,O,702,.,.,.,1
SWE,1,1757,1757,1,m,40,5,RR,21,O,894,.,.,.,1
SWE,1,1757,1757,1,m,45,5,RR,21,O,813,.,.,.,1
SWE,1,1757,1757,1,m,50,5,RR,21,O,947,.,.,.,1
SWE,1,1757,1757,1,m,55,5,RR,21,O,933,.,.,.,1
SWE,1,1757,1757,1,m,60,5,RR,21,O,1127,.,.,.,1
SWE,1,1757,1757,1,m,65,5,RR,21,O,1086,.,.,.,1
SWE,1,1757,1757,1,m,70,5,RR,21,O,1220,.,.,.,1
SWE,1,1757,1757,1,m,75,5,RR,21,O,980,.,.,.,1
SWE,1,1757,1757,1,m,80,5,RR,21,O,627,.,.,.,1
SWE,1,1757,1757,1,m,85,5,RR,21,O,294,.,.,.,1
SWE,1,1757,1757,1,m,90,+,RR,21,O,156,.,.,.,1
SWE,1,1758,1758,1,f,0,1,RR,21,O,6040,.,.,.,1
SWE,1,1758,1758,1,f,1,2,RR,21,O,2771,.,.,.,1
SWE,1,1758,1758,1,f,3,2,RR,21,O,1403,.,.,.,1
SWE,1,1758,1758,1,f,5,5,RR,21,O,1418,.,.,.,1
SWE,1,1758,1758,1,f,10,5,RR,21,O,627,.,.,.,1
SWE,1,1758,1758,1,f,15,5,RR,21,O,547,.,.,.,1
SWE,1,1758,1758,1,f,20,5,RR,21,O,715,.,.,.,1
SWE,1,1758,1758,1,f,25,5,RR,21,O,928,.,.,.,1
SWE,1,1758,1758,1,f,30,5,RR,21,O,1095,.,.,.,1
SWE,1,1758,1758,1,f,35,5,RR,21,O,836,.,.,.,1
SWE,1,1758,1758,1,f,40,5,RR,21,O,1109,.,.,.,1
SWE,1,1758,1758,1,f,45,5,RR,21,O,961,.,.,.,1
SWE,1,1758,1758,1,f,50,5,RR,21,O,1244,.,.,.,1
SWE,1,1758,1758,1,f,55,5,RR,21,O,1305,.,.,.,1
SWE,1,1758,1758,1,f,60,5,RR,21,O,1753,.,.,.,1
SWE,1,1758,1758,1,f,65,5,RR,21,O,1852,.,.,.,1
SWE,1,1758,1758,1,f,70,5,RR,21,O,2384,.,.,.,1
SWE,1,1758,1758,1,f,75,5,RR,21,O,1830,.,.,.,1
SWE,1,1758,1758,1,f,80,5,RR,21,O,1300,.,.,.,1
SWE,1,1758,1758,1,f,85,5,RR,21,O,659,.,.,.,1
SWE,1,1758,1758,1,f,90,+,RR,21,O,388,.,.,.,1
