Year,Age,Sex,Deaths,TL_Deaths,TU_Deaths_Next_Year,Cohort,Population,TL_Deaths_Prev_Year,TU_Deaths_Same_Year,Exposure
2003,97,f,4342,2399,1943,1906,15694,2072,2032,15707.333333333334
2003,97,m,1099,607,492,1906,3241,543,507,3253
1971,98,f,490,248,242,1873,1465,238,253,1460
1971,98,m,97,62,35,1873,313,69,65,314.3333333333333
1972,98,f,515,246,269,1874,1573,248,242,1575
1972,98,m,137,76,61,1874,424,62,35,433
1973,98,f,561,307,254,1875,1690,246,269,1682.3333333333333
1973,98,m,149,84,65,1875,415,76,61,420
1974,98,f,622,318,304,1876,1748,307,254,1765.6666666666667
1974,98,m,159,90,69,1876,424,84,65,430.3333333333333
1975,98,f,665,325,340,1877,1956,318,304,1960.6666666666667
1975,98,m,185,98,87,1877,456,90,69,463
1976,98,f,644,335,309,1878,1821,325,340,1816
1976,98,m,148,69,79,1878,427,98,87,430.6666666666667
1977,98,f,691,335,356,1879,2065,335,309,2073.6666666666665
1977,98,m,160,83,77,1879,465,69,79,461.6666666666667
1978,98,f,701,367,334,1880,2171,335,356,2164
1978,98,m,180,99,81,1880,539,83,77,541
1979,98,f,800,411,389,1881,2512,367,334,2523
1979,98,m,178,90,88,1881,500,99,81,506
1980,98,f,852,416,436,1882,2548,411,389,2555.3333333333335
1980,98,m,217,99,118,1882,590,90,88,590.6666666666666
1981,98,f,901,470,431,1883,2735,416,436,2728.3333333333335
1981,98,m,200,110,90,1883,609,99,118,602.6666666666666
1982,98,f,926,468,458,1884,2852,470,431,2865
1982,98,m,212,108,104,1884,613,110,90,619.6666666666666
1983,98,f,994,540,454,1885,3037,468,458,3040.3333333333335
1983,98,m,206,110,96,1885,585,108,104,586.3333333333334
1984,98,f,1027,485,542,1886,3186,540,454,3214.6666666666665
1984,98,m,224,126,98,1886,623,110,96,627.6666666666666
1985,98,f,1112,550,562,1887,3345,485,542,3326
1985,98,m,208,106,102,1887,607,126,98,616.3333333333334
1986,98,f,1127,578,549,1888,3633,550,562,3629
1986,98,m,203,96,107,1888,633,106,102,634.3333333333334
1987,98,f,1179,621,558,1889,3795,578,549,3804.6666666666665
1987,98,m,261,135,126,1889,751,96,107,747.3333333333334
1988,98,f,1237,644,593,1890,4028,621,558,4049
1988,98,m,255,137,118,1890,762,135,126,765
1989,98,f,1356,717,639,1891,4384,644,593,4401
1989,98,m,265,137,128,1891,752,137,118,758.3333333333334
1990,98,f,1393,691,702,1892,4579,717,639,4605
1990,98,m,254,131,123,1892,727,137,128,730
1991,98,f,1525,775,750,1893,5100,691,702,5096.333333333333
1991,98,m,268,145,123,1893,846,131,123,848.6666666666666
1992,98,f,1579,759,820,1894,5349,775,750,5357.333333333333
1992,98,m,288,147,141,1894,881,145,123,888.3333333333334
1993,98,f,1647,851,796,1895,5596,759,820,5575.666666666667
1993,98,m,281,152,129,1895,830,147,141,832
1994,98,f,1912,993,919,1896,6404,851,796,6422.333333333333
1994,98,m,379,185,194,1896,1105,152,129,1112.6666666666667
1995,98,f,2051,1056,995,1897,6822,993,919,6846.666666666667
1995,98,m,459,258,201,1897,1246,185,194,1243
1996,98,f,2148,1073,1075,1898,7067,1056,995,7087.333333333333
1996,98,m,415,223,192,1898,1207,258,201,1226
1997,98,f,2253,1108,1145,1899,7597,1073,1075,7596.333333333333
1997,98,m,427,220,207,1899,1283,223,192,1293.3333333333333
1998,98,f,2491,1242,1249,1900,8122,1108,1145,8109.666666666667
1998,98,m,521,273,248,1900,1509,220,207,1513.3333333333333
1999,98,f,2738,1380,1358,1901,9077,1242,1249,9074.666666666666
1999,98,m,599,314,285,1901,1622,273,248,1630.3333333333333
2000,98,f,2793,1395,1398,1902,9567,1380,1358,9574.333333333334
2000,98,m,606,315,291,1902,1775,314,285,1784.6666666666667
2001,98,f,3126,1584,1542,1903,10227,1395,1398,10226
2001,98,m,623,342,281,1903,1769,315,291,1777
2002,98,f,2923,1457,1466,1904,10102,1584,1542,10116
2002,98,m,684,353,331,1904,1962,342,281,1982.3333333333333
2003,98,f,3205,1804,1401,1905,10718,1457,1466,10715
2003,98,m,747,420,327,1905,1979,353,331,1986.3333333333333
2004,98,f,3265,1520,1745,1906,11352,1804,1401,11486.333333333334
2004,98,m,764,379,385,1906,2142,420,327,2173
1972,99,f,344,177,167,1873,975,160,167,972.6666666666666
1972,99,m,85,34,51,1873,216,33,42,213
1973,99,f,378,185,193,1874,1058,177,167,1061.3333333333333
1973,99,m,121,62,59,1874,287,34,51,281.3333333333333
1974,99,f,399,204,195,1875,1129,185,193,1126.3333333333333
1974,99,m,92,48,44,1875,266,62,59,267
1975,99,f,390,181,209,1876,1126,204,195,1129
1975,99,m,106,50,56,1876,265,48,44,266.3333333333333
1976,99,f,438,198,240,1877,1291,181,209,1281.6666666666667
1976,99,m,102,54,48,1877,271,50,56,269
1977,99,f,413,220,193,1878,1177,198,240,1163
1977,99,m,115,58,57,1878,279,54,48,281
1978,99,f,480,250,230,1879,1374,220,193,1383
1978,99,m,122,52,70,1879,305,58,57,305.3333333333333
1979,99,f,517,264,253,1880,1470,250,230,1476.6666666666667
1979,99,m,136,61,75,1880,359,52,70,353
1980,99,f,601,284,317,1881,1712,264,253,1715.6666666666667
1980,99,m,134,61,73,1881,322,61,75,317.3333333333333
1981,99,f,559,284,275,1882,1696,284,317,1685
1981,99,m,125,53,72,1882,373,61,73,369
1982,99,f,635,310,325,1883,1834,284,275,1837
1982,99,m,157,64,93,1883,409,53,72,402.6666666666667
1983,99,f,661,339,322,1884,1926,310,325,1921
1983,99,m,146,71,75,1884,401,64,93,391.3333333333333
1984,99,f,709,347,362,1885,2043,339,322,2048.6666666666665
1984,99,m,151,58,93,1885,379,71,75,377.6666666666667
1985,99,f,743,367,376,1886,2159,347,362,2154
1985,99,m,154,62,92,1886,399,58,93,387.3333333333333
1986,99,f,684,338,346,1887,2233,367,376,2230
1986,99,m,145,64,81,1887,399,62,92,389
1987,99,f,769,408,361,1888,2506,338,346,2503.3333333333335
1987,99,m,159,90,69,1888,430,64,81,424.3333333333333
1988,99,f,835,420,415,1889,2616,408,361,2631.6666666666665
1988,99,m,188,103,85,1889,490,90,69,497
1989,99,f,871,446,425,1890,2791,420,415,2792.6666666666665
1989,99,m,203,101,102,1890,507,103,85,513
1990,99,f,997,529,468,1891,3028,446,425,3035
1990,99,m,187,102,85,1891,487,101,102,486.6666666666667
1991,99,f,1029,527,502,1892,3186,529,468,3206.3333333333335
1991,99,m,176,88,88,1892,473,102,85,478.6666666666667
1992,99,f,1103,574,529,1893,3575,527,502,3583.3333333333335
1992,99,m,211,115,96,1893,578,88,88,578
1993,99,f,1115,574,541,1894,3770,574,529,3785
1993,99,m,233,126,107,1894,593,115,96,599.3333333333334
1994,99,f,1148,581,567,1895,3949,574,541,3960
1994,99,m,196,101,95,1895,549,126,107,555.3333333333334
1995,99,f,1460,760,700,1896,4492,581,567,4496.666666666667
1995,99,m,273,149,124,1896,726,101,95,728
1996,99,f,1590,801,789,1897,4771,760,700,4791
1996,99,m,311,165,146,1897,787,149,124,795.3333333333334
1997,99,f,1508,754,754,1898,4919,801,789,4923
1997,99,m,280,155,125,1898,792,165,146,798.3333333333334
1998,99,f,1713,860,853,1899,5344,754,754,5344
1998,99,m,295,153,142,1899,856,155,125,866
1999,99,f,1797,849,948,1900,5631,860,853,5633.333333333333
1999,99,m,360,180,180,1900,988,153,142,991.6666666666666
2000,99,f,1946,956,990,1901,6339,849,948,6306
2000,99,m,370,194,176,1901,1023,180,180,1023
2001,99,f,2153,1091,1062,1902,6774,956,990,6762.666666666667
2001,99,m,461,222,239,1902,1169,194,176,1175
2002,99,f,2288,1099,1189,1903,7101,1091,1062,7110.666666666667
2002,99,m,407,196,211,1903,1146,222,239,1140.3333333333333
2003,99,f,2319,1296,1023,1904,7179,1099,1189,7149
2003,99,m,487,275,212,1904,1278,196,211,1273
2004,99,f,2260,1115,1145,1905,7513,1296,1023,7604
2004,99,m,424,196,228,1905,1232,275,212,1253
2005,99,f,2341,1209,1132,1906,8087,1115,1145,8077
2005,99,m,473,258,215,1906,1378,196,228,1367.3333333333333
1973,100,f,250,126,124,1873,631,121,115,633
1973,100,m,56,35,21,1873,131,27,34,128.66666666666666
1974,100,f,281,139,142,1874,680,126,124,680.6666666666666
1974,100,m,83,48,35,1874,166,35,21,170.66666666666666
1975,100,f,316,161,155,1875,730,139,142,729
1975,100,m,86,50,36,1875,174,48,35,178.33333333333334
1976,100,f,274,154,120,1876,736,161,155,738
1976,100,m,83,41,42,1876,159,50,36,163.66666666666666
1977,100,f,305,170,135,1877,853,154,120,864.3333333333334
1977,100,m,85,50,35,1877,169,41,42,168.66666666666666
1978,100,f,273,137,136,1878,764,170,135,775.6666666666666
1978,100,m,80,50,30,1878,164,50,35,169
1979,100,f,341,186,155,1879,894,137,136,894.3333333333334
1979,100,m,81,51,30,1879,183,50,30,189.66666666666666
1980,100,f,379,218,161,1880,953,186,155,963.3333333333334
1980,100,m,109,66,43,1880,223,51,30,230
1981,100,f,432,237,195,1881,1111,218,161,1130
1981,100,m,80,45,35,1881,188,66,43,195.66666666666666
1982,100,f,435,209,226,1882,1137,237,195,1151
1982,100,m,117,76,41,1882,248,45,35,251.33333333333334
1983,100,f,474,275,199,1883,1199,209,226,1193.3333333333333
1983,100,m,133,92,41,1883,252,76,41,263.6666666666667
1984,100,f,482,260,222,1884,1265,275,199,1290.3333333333333
1984,100,m,130,74,56,1884,255,92,41,272
1985,100,f,541,290,251,1885,1334,260,222,1346.6666666666667
1985,100,m,108,63,45,1885,228,74,56,234
1986,100,f,510,273,237,1886,1416,290,251,1429
1986,100,m,113,75,38,1886,245,63,45,251
1987,100,f,570,312,258,1887,1549,273,237,1561
1987,100,m,98,62,36,1887,254,75,38,266.3333333333333
1988,100,f,616,314,302,1888,1737,312,258,1755
1988,100,m,99,62,37,1888,271,62,36,279.6666666666667
1989,100,f,653,348,305,1889,1781,314,302,1785
1989,100,m,127,62,65,1889,302,62,37,310.3333333333333
1990,100,f,656,379,277,1890,1920,348,305,1934.3333333333333
1990,100,m,115,74,41,1890,304,62,65,303
1991,100,f,717,360,357,1891,2031,379,277,2065
1991,100,m,130,73,57,1891,300,74,41,311
1992,100,f,733,385,348,1892,2157,360,357,2158
1992,100,m,124,62,62,1892,297,73,57,302.3333333333333
1993,100,f,844,410,434,1893,2472,385,348,2484.3333333333335
1993,100,m,150,94,56,1893,367,62,62,367
1994,100,f,868,438,430,1894,2655,410,434,2647
1994,100,m,134,66,68,1894,360,94,56,372.6666666666667
1995,100,f,966,509,457,1895,2801,438,430,2803.6666666666665
1995,100,m,148,74,74,1895,353,66,68,352.3333333333333
1996,100,f,1031,506,525,1896,3032,509,457,3049.3333333333335
1996,100,m,167,87,80,1896,453,74,74,453
1997,100,f,1116,551,565,1897,3181,506,525,3174.6666666666665
1997,100,m,187,91,96,1897,476,87,80,478.3333333333333
1998,100,f,1111,566,545,1898,3411,551,565,3406.3333333333335
1998,100,m,208,100,108,1898,512,91,96,510.3333333333333
1999,100,f,1325,688,637,1899,3631,566,545,3638
1999,100,m,233,117,116,1899,561,100,108,558.3333333333334
2000,100,f,1266,614,652,1900,3834,688,637,3851
2000,100,m,233,118,115,1900,628,117,116,628.3333333333334
2001,100,f,1497,745,752,1901,4393,614,652,4380.333333333333
2001,100,m,278,160,118,1901,653,118,115,654
2002,100,f,1535,772,763,1902,4621,745,752,4618.666666666667
2002,100,m,276,145,131,1902,708,160,118,722
2003,100,f,1650,955,695,1903,4813,772,763,4816
2003,100,m,307,176,131,1903,739,145,131,743.6666666666666
2004,100,f,1598,763,835,1904,4860,955,695,4946.666666666667
2004,100,m,307,153,154,1904,791,176,131,806
2005,100,f,1632,819,813,1905,5253,763,835,5229
2005,100,m,294,144,150,1905,808,153,154,807.6666666666666
2006,100,f,1755,924,831,1906,5746,819,813,5748
2006,100,m,322,167,155,1906,905,144,150,903
1974,101,f,166,87,79,1873,381,80,52,390.3333333333333
1974,101,m,38,19,19,1873,75,32,17,80
1975,101,f,175,103,72,1874,399,87,79,401.6666666666667
1975,101,m,41,20,21,1874,83,19,19,83
1976,101,f,157,77,80,1875,414,103,72,424.3333333333333
1976,101,m,43,17,26,1875,88,20,21,87.66666666666667
1977,101,f,184,108,76,1876,462,77,80,461
1977,101,m,32,15,17,1876,76,17,26,73
1978,101,f,192,98,94,1877,548,108,76,558.6666666666666
1978,101,m,34,18,16,1877,84,15,17,83.33333333333333
1979,101,f,196,98,98,1878,491,98,94,492.3333333333333
1979,101,m,42,22,20,1878,84,18,16,84.66666666666667
1980,101,f,244,110,134,1879,553,98,98,553
1980,101,m,39,19,20,1879,102,22,20,102.66666666666667
1981,101,f,223,115,108,1880,574,110,134,566
1981,101,m,47,24,23,1880,114,19,20,113.66666666666667
1982,101,f,268,143,125,1881,679,115,108,681.3333333333334
1982,101,m,48,25,23,1881,108,24,23,108.33333333333333
1983,101,f,296,141,155,1882,702,143,125,708
1983,101,m,56,33,23,1882,131,25,23,131.66666666666666
1984,101,f,275,129,146,1883,725,141,155,720.3333333333334
1984,101,m,56,22,34,1883,119,33,23,122.33333333333333
1985,101,f,319,158,161,1884,783,129,146,777.3333333333334
1985,101,m,62,30,32,1884,125,22,34,121
1986,101,f,298,154,144,1885,793,158,161,792
1986,101,m,52,29,23,1885,120,30,32,119.33333333333333
1987,101,f,314,171,143,1886,906,154,144,909.3333333333334
1987,101,m,64,33,31,1886,132,29,23,134
1988,101,f,328,170,158,1887,979,171,143,988.3333333333334
1988,101,m,66,37,29,1887,156,33,31,156.66666666666666
1989,101,f,425,209,216,1888,1121,170,158,1125
1989,101,m,79,42,37,1888,172,37,29,174.66666666666666
1990,101,f,411,214,197,1889,1128,209,216,1125.6666666666667
1990,101,m,72,35,37,1889,175,42,37,176.66666666666666
1991,101,f,463,235,228,1890,1264,214,197,1269.6666666666667
1991,101,m,83,35,48,1890,189,35,37,188.33333333333334
1992,101,f,460,234,226,1891,1314,235,228,1316.3333333333333
1992,101,m,77,41,36,1891,170,35,48,165.66666666666666
1993,101,f,510,280,230,1892,1424,234,226,1426.6666666666667
1993,101,m,73,40,33,1892,173,41,36,174.66666666666666
1994,101,f,600,301,299,1893,1628,280,230,1644.6666666666667
1994,101,m,90,49,41,1893,217,40,33,219.33333333333334
1995,101,f,668,352,316,1894,1787,301,299,1787.6666666666667
1995,101,m,100,45,55,1894,226,49,41,228.66666666666666
1996,101,f,699,363,336,1895,1835,352,316,1847
1996,101,m,83,50,33,1895,205,45,55,201.66666666666666
1997,101,f,750,354,396,1896,2001,363,336,2010
1997,101,m,123,64,59,1896,286,50,33,291.6666666666667
1998,101,f,735,378,357,1897,2065,354,396,2051
1998,101,m,116,45,71,1897,289,64,59,290.6666666666667
1999,101,f,835,414,421,1898,2300,378,357,2307
1999,101,m,152,77,75,1898,304,45,71,295.3333333333333
2000,101,f,826,422,404,1899,2306,414,421,2303.6666666666665
2000,101,m,132,78,54,1899,328,77,75,328.6666666666667
2001,101,f,957,481,476,1900,2568,422,404,2574
2001,101,m,143,74,69,1900,395,78,54,403
2002,101,f,1035,540,495,1901,2896,481,476,2897.6666666666665
2002,101,m,154,78,76,1901,375,74,69,376.6666666666667
2003,101,f,1141,642,499,1902,3086,540,495,3101
2003,101,m,182,100,82,1902,432,78,76,432.6666666666667
2004,101,f,1068,521,547,1903,3163,642,499,3210.6666666666665
2004,101,m,166,82,84,1903,432,100,82,438
2005,101,f,1153,594,559,1904,3262,521,547,3253.3333333333335
2005,101,m,190,94,96,1904,484,82,84,483.3333333333333
2006,101,f,1229,646,583,1905,3621,594,559,3632.6666666666665
2006,101,m,241,121,120,1905,514,94,96,513.3333333333334
2007,101,f,1412,719,693,1906,3991,646,583,4012
2007,101,m,216,119,97,1906,583,121,120,583.3333333333334
1975,102,f,103,55,48,1873,215,46,39,217.33333333333334
1975,102,m,21,8,13,1873,37,7,12,35.333333333333336
1976,102,f,89,47,42,1874,224,55,48,226.33333333333334
1976,102,m,19,7,12,1874,42,8,13,40.333333333333336
1977,102,f,121,62,59,1875,257,47,42,258.6666666666667
1977,102,m,24,13,11,1875,45,7,12,43.333333333333336
1978,102,f,103,58,45,1876,278,62,59,279
1978,102,m,20,7,13,1876,44,13,11,44.666666666666664
1979,102,f,151,78,73,1877,356,58,45,360.3333333333333
1979,102,m,23,12,11,1877,50,7,13,48
1980,102,f,127,69,58,1878,295,78,73,296.6666666666667
1980,102,m,20,6,14,1878,42,12,11,42.333333333333336
1981,102,f,107,60,47,1879,309,69,58,312.6666666666667
1981,102,m,25,17,8,1879,63,6,14,60.333333333333336
1982,102,f,146,62,84,1880,351,60,47,355.3333333333333
1982,102,m,28,15,13,1880,67,17,8,70
1983,102,f,158,84,74,1881,411,62,84,403.6666666666667
1983,102,m,34,18,16,1881,60,15,13,60.666666666666664
1984,102,f,150,71,79,1882,406,84,74,409.3333333333333
1984,102,m,34,16,18,1882,75,18,16,75.66666666666667
1985,102,f,179,95,84,1883,450,71,79,447.3333333333333
1985,102,m,22,10,12,1883,63,16,18,62.333333333333336
1986,102,f,177,80,97,1884,464,95,84,467.6666666666667
1986,102,m,31,15,16,1884,63,10,12,62.333333333333336
1987,102,f,186,102,84,1885,495,80,97,489.3333333333333
1987,102,m,25,13,12,1885,68,15,16,67.66666666666667
1988,102,f,210,101,109,1886,592,102,84,598
1988,102,m,28,20,8,1886,68,13,12,68.33333333333333
1989,102,f,262,136,126,1887,651,101,109,648.3333333333334
1989,102,m,37,20,17,1887,90,20,8,94
1990,102,f,261,152,109,1888,696,136,126,699.3333333333334
1990,102,m,43,21,22,1888,93,20,17,94
1991,102,f,264,130,134,1889,717,152,109,731.3333333333334
1991,102,m,48,21,27,1889,103,21,22,102.66666666666667
1992,102,f,316,152,164,1890,801,130,134,799.6666666666666
1992,102,m,50,26,24,1890,106,21,27,104
1993,102,f,368,206,162,1891,854,152,164,850
1993,102,m,39,17,22,1891,93,26,24,93.66666666666667
1994,102,f,374,183,191,1892,914,206,162,928.6666666666666
1994,102,m,44,20,24,1892,100,17,22,98.33333333333333
1995,102,f,405,204,201,1893,1028,183,191,1025.3333333333333
1995,102,m,57,23,34,1893,127,20,24,125.66666666666667
1996,102,f,441,231,210,1894,1119,204,201,1120
1996,102,m,60,24,36,1894,126,23,34,122.33333333333333
1997,102,f,402,205,197,1895,1136,231,210,1143
1997,102,m,73,37,36,1895,122,24,36,118
1998,102,f,481,246,235,1896,1251,205,197,1253.6666666666667
1998,102,m,73,44,29,1896,163,37,36,163.33333333333334
1999,102,f,505,285,220,1897,1330,246,235,1333.6666666666667
1999,102,m,88,49,39,1897,173,44,29,178
2000,102,f,551,279,272,1898,1465,285,220,1486.6666666666667
2000,102,m,72,36,36,1898,152,49,39,155.33333333333334
2001,102,f,584,307,277,1899,1480,279,272,1482.3333333333333
2001,102,m,97,44,53,1899,196,36,36,196
2002,102,f,646,315,331,1900,1611,307,277,1621
2002,102,m,100,56,44,1900,252,44,53,249
2003,102,f,725,412,313,1901,1861,315,331,1855.6666666666667
2003,102,m,87,51,36,1901,221,56,44,225
2004,102,f,719,362,357,1902,1945,412,313,1978
2004,102,m,112,66,46,1902,250,51,36,255
2005,102,f,751,394,357,1903,2095,362,357,2096.6666666666665
2005,102,m,122,72,50,1903,266,66,46,272.6666666666667
2006,102,f,805,418,387,1904,2109,394,357,2121.3333333333335
2006,102,m,127,62,65,1904,294,72,50,301.3333333333333
2007,102,f,920,455,465,1905,2392,418,387,2402.3333333333335
2007,102,m,117,62,55,1905,273,62,65,272
2008,102,f,937,486,451,1906,2579,455,465,2575.6666666666665
2008,102,m,161,83,78,1906,367,62,55,369.3333333333333
1976,103,f,45,19,26,1873,112,34,27,114.33333333333333
1976,103,m,6,3,3,1873,16,5,5,16
1977,103,f,57,28,29,1874,135,19,26,132.66666666666666
1977,103,m,12,4,8,1874,23,3,3,23
1978,103,f,56,27,29,1875,136,28,29,135.66666666666666
1978,103,m,8,4,4,1875,21,4,8,19.666666666666668
1979,103,f,81,37,44,1876,175,27,29,174.33333333333334
1979,103,m,12,5,7,1876,24,4,4,24
1980,103,f,93,55,38,1877,205,37,44,202.66666666666666
1980,103,m,15,9,6,1877,27,5,7,26.333333333333332
1981,103,f,60,30,30,1878,168,55,38,173.66666666666666
1981,103,m,9,7,2,1878,22,9,6,23
1982,103,f,92,44,48,1879,202,30,30,202
1982,103,m,13,6,7,1879,38,7,2,39.666666666666664
1983,103,f,74,37,37,1880,205,44,48,203.66666666666666
1983,103,m,18,11,7,1880,39,6,7,38.666666666666664
1984,103,f,98,50,48,1881,253,37,37,253
1984,103,m,13,7,6,1881,26,11,7,27.333333333333332
1985,103,f,123,63,60,1882,256,50,48,256.6666666666667
1985,103,m,20,8,12,1882,41,7,6,41.333333333333336
1986,103,f,117,53,64,1883,271,63,60,272
1986,103,m,23,9,14,1883,41,8,12,39.666666666666664
1987,103,f,128,57,71,1884,287,53,64,283.3333333333333
1987,103,m,14,4,10,1884,32,9,14,30.333333333333332
1988,103,f,136,77,59,1885,309,57,71,304.3333333333333
1988,103,m,16,10,6,1885,43,4,10,41
1989,103,f,168,93,75,1886,382,77,59,388
1989,103,m,19,14,5,1886,40,10,6,41.333333333333336
1990,103,f,137,67,70,1887,389,93,75,395
1990,103,m,22,8,14,1887,53,14,5,56
1991,103,f,175,96,79,1888,435,67,70,434
1991,103,m,23,10,13,1888,50,8,14,48
1992,103,f,162,82,80,1889,453,96,79,458.6666666666667
1992,103,m,22,10,12,1889,55,10,13,54
1993,103,f,195,106,89,1890,485,82,80,485.6666666666667
1993,103,m,25,17,8,1890,56,10,12,55.333333333333336
1994,103,f,189,103,86,1891,486,106,89,491.6666666666667
1994,103,m,21,12,9,1891,54,17,8,57
1995,103,f,227,122,105,1892,540,103,86,545.6666666666666
1995,103,m,23,10,13,1892,56,12,9,57
1996,103,f,271,146,125,1893,623,122,105,628.6666666666666
1996,103,m,35,22,13,1893,70,10,13,69
1997,103,f,243,117,126,1894,678,146,125,685
1997,103,m,31,21,10,1894,66,22,13,69
1998,103,f,303,155,148,1895,734,117,126,731
1998,103,m,19,10,9,1895,49,21,10,52.666666666666664
1999,103,f,327,184,143,1896,770,155,148,772.3333333333334
1999,103,m,38,20,18,1896,90,10,9,90.33333333333333
2000,103,f,332,164,168,1897,825,184,143,838.6666666666666
2000,103,m,41,18,23,1897,85,20,18,85.66666666666667
2001,103,f,368,184,184,1898,914,164,168,912.6666666666666
2001,103,m,35,21,14,1898,80,18,23,78.33333333333333
2002,103,f,412,218,194,1899,896,184,184,896
2002,103,m,44,25,19,1899,99,21,14,101.33333333333333
2003,103,f,361,207,154,1900,965,218,194,973
2003,103,m,65,30,35,1900,152,25,19,154
2004,103,f,451,232,219,1901,1136,207,154,1153.6666666666667
2004,103,m,65,39,26,1901,134,30,35,132.33333333333334
2005,103,f,486,249,237,1902,1226,232,219,1230.3333333333333
2005,103,m,63,31,32,1902,138,39,26,142.33333333333334
2006,103,f,524,266,258,1903,1344,249,237,1348
2006,103,m,61,33,28,1903,144,31,32,143.66666666666666
2007,103,f,524,291,233,1904,1304,266,258,1306.6666666666667
2007,103,m,72,41,31,1904,167,33,28,168.66666666666666
2008,103,f,594,320,274,1905,1472,291,233,1491.3333333333333
2008,103,m,76,27,49,1905,156,41,31,159.33333333333334
2009,103,f,610,315,295,1906,1642,320,274,1657.3333333333333
2009,103,m,98,51,47,1906,206,27,49,198.66666666666666
1977,104,f,40,26,14,1873,67,12,6,69
1977,104,m,4,1,3,1873,10,2,0,10.666666666666666
1978,104,f,31,20,11,1874,78,26,14,82
1978,104,m,5,2,3,1874,11,1,3,10.333333333333334
1979,104,f,34,16,18,1875,80,20,11,83
1979,104,m,8,6,2,1875,13,2,3,12.666666666666666
1980,104,f,38,15,23,1876,94,16,18,93.33333333333333
1980,104,m,5,3,2,1876,12,6,2,13.333333333333334
1981,104,f,52,29,23,1877,112,15,23,109.33333333333333
1981,104,m,4,3,1,1877,12,3,2,12.333333333333334
1982,104,f,51,25,26,1878,108,29,23,110
1982,104,m,5,4,1,1878,13,3,1,13.666666666666666
1983,104,f,44,24,20,1879,110,25,26,109.66666666666667
1983,104,m,5,4,1,1879,25,4,1,26
1984,104,f,65,37,28,1880,131,24,20,132.33333333333334
1984,104,m,12,6,6,1880,21,4,1,22
1985,104,f,68,30,38,1881,155,37,28,158
1985,104,m,5,2,3,1881,13,6,6,13
1986,104,f,61,30,31,1882,133,30,38,130.33333333333334
1986,104,m,13,6,7,1882,21,2,3,20.666666666666668
1987,104,f,62,25,37,1883,154,30,31,153.66666666666666
1987,104,m,6,3,3,1883,18,6,7,17.666666666666668
1988,104,f,64,30,34,1884,159,25,37,155
1988,104,m,6,3,3,1884,18,3,3,18
1989,104,f,71,36,35,1885,173,30,34,171.66666666666666
1989,104,m,11,5,6,1885,27,3,3,27
1990,104,f,103,51,52,1886,214,36,35,214.33333333333334
1990,104,m,10,5,5,1886,21,5,6,20.666666666666668
1991,104,f,107,60,47,1887,252,51,52,251.66666666666666
1991,104,m,19,6,13,1887,31,5,5,31
1992,104,f,123,55,68,1888,260,60,47,264.3333333333333
1992,104,m,16,7,9,1888,27,6,13,24.666666666666668
1993,104,f,121,66,55,1889,291,55,68,286.6666666666667
1993,104,m,17,11,6,1889,33,7,9,32.333333333333336
1994,104,f,124,65,59,1890,290,66,55,293.6666666666667
1994,104,m,9,5,4,1890,31,11,6,32.666666666666664
1995,104,f,115,66,49,1891,297,65,59,299
1995,104,m,18,9,9,1891,33,5,4,33.333333333333336
1996,104,f,136,69,67,1892,313,66,49,318.6666666666667
1996,104,m,17,11,6,1892,33,9,9,33
1997,104,f,128,63,65,1893,352,69,67,352.6666666666667
1997,104,m,10,6,4,1893,35,11,6,36.666666666666664
1998,104,f,210,112,98,1894,435,63,65,434.3333333333333
1998,104,m,12,7,5,1894,35,6,4,35.666666666666664
1999,104,f,192,101,91,1895,431,112,98,435.6666666666667
1999,104,m,15,10,5,1895,30,7,5,30.666666666666668
2000,104,f,183,92,91,1896,443,101,91,446.3333333333333
2000,104,m,23,14,9,1896,52,10,5,53.666666666666664
2001,104,f,210,100,110,1897,493,92,91,493.3333333333333
2001,104,m,23,13,10,1897,44,14,9,45.666666666666664
2002,104,f,238,133,105,1898,546,100,110,542.6666666666666
2002,104,m,21,10,11,1898,45,13,10,46
2003,104,f,205,112,93,1899,484,133,105,493.3333333333333
2003,104,m,33,19,14,1899,55,10,11,54.666666666666664
2004,104,f,252,128,124,1900,604,112,93,610.3333333333334
2004,104,m,41,24,17,1900,87,19,14,88.66666666666667
2005,104,f,286,161,125,1901,685,128,124,686.3333333333334
2005,104,m,28,12,16,1901,69,24,17,71.33333333333333
2006,104,f,277,136,141,1902,740,161,125,752
2006,104,m,33,15,18,1902,75,12,16,73.66666666666667
2007,104,f,320,171,149,1903,820,136,141,818.3333333333334
2007,104,m,39,21,18,1903,83,15,18,82
2008,104,f,293,153,140,1904,780,171,149,787.3333333333334
2008,104,m,48,28,20,1904,95,21,18,96
2009,104,f,349,184,165,1905,878,153,140,882.3333333333334
2009,104,m,32,16,16,1905,80,28,20,82.66666666666667
2010,104,f,419,211,208,1906,1032,184,165,1038.3333333333333
2010,104,m,53,29,24,1906,108,16,16,108
1978,105,f,16,7,9,1873,27,8,11,26
1978,105,m,0,0,0,1873,6,1,0,6.333333333333333
1979,105,f,23,14,9,1874,47,7,9,46.333333333333336
1979,105,m,4,4,0,1874,6,0,0,6
1980,105,f,24,13,11,1875,46,14,9,47.666666666666664
1980,105,m,4,2,2,1875,5,4,0,6.333333333333333
1981,105,f,27,13,14,1876,56,13,11,56.666666666666664
